plate_id,experiment,girlboss,seedliNA,genotype,ATP_conc,day,date_time,root,ATP_dummy,geno_dummy,rootgrowth
1_KO_controla_M,1,M,22,KO,0,7,9/28/2021 10:40,6.217,0,1,6.217
1_KO_controla_M,1,M,23,KO,0,7,9/28/2021 10:40,3.2,0,1,3.2
1_KO_controla_M,1,M,24,KO,0,7,9/28/2021 10:40,4.961,0,1,4.961
1_KO_controla_M,1,M,25,KO,0,7,9/28/2021 10:40,3.604,0,1,3.604
1_KO_7.5_M,1,M,1,KO,7.5,7,9/28/2021 10:40,3.357,1,1,3.357
1_KO_7.5_M,1,M,2,KO,7.5,7,9/28/2021 10:40,3.957,1,1,3.957
1_KO_7.5_M,1,M,3,KO,7.5,7,9/28/2021 10:40,3.629,1,1,3.629
1_KO_7.5_M,1,M,4,KO,7.5,7,9/28/2021 10:40,2.868,1,1,2.868
1_KO_7.5_M,1,M,5,KO,7.5,7,9/28/2021 10:40,3.228,1,1,3.228
1_KO_7.5_M,1,M,6,KO,7.5,7,9/28/2021 10:40,3.476,1,1,3.476
1_KO_7.5_M,1,M,7,KO,7.5,7,9/28/2021 10:40,2.009,1,1,2.009
1_KO_7.5_M,1,M,8,KO,7.5,7,9/28/2021 10:40,3.595,1,1,3.595
1_KO_7.5_M,1,M,9,KO,7.5,7,9/28/2021 10:40,3.419,1,1,3.419
1_KO_7.5_M,1,M,10,KO,7.5,7,9/28/2021 10:40,2.473,1,1,2.473
1_KO_7.5_M,1,M,11,KO,7.5,7,9/28/2021 10:40,2.317,1,1,2.317
1_KO_7.5_M,1,M,12,KO,7.5,7,9/28/2021 10:40,1.885,1,1,1.885
1_KO_7.5_M,1,M,13,KO,7.5,7,9/28/2021 10:40,3.647,1,1,3.647
1_KO_7.5_M,1,M,14,KO,7.5,7,9/28/2021 10:40,2.959,1,1,2.959
1_KO_7.5_M,1,M,15,KO,7.5,7,9/28/2021 10:40,2.527,1,1,2.527
1_KO_7.5_M,1,M,16,KO,7.5,7,9/28/2021 10:40,2.803,1,1,2.803
1_KO_7.5_M,1,M,17,KO,7.5,7,9/28/2021 10:40,3.324,1,1,3.324
1_KO_7.5_M,1,M,18,KO,7.5,7,9/28/2021 10:40,3.432,1,1,3.432
1_KO_7.5_M,1,M,19,KO,7.5,7,9/28/2021 10:40,2.987,1,1,2.987
1_KO_7.5_M,1,M,20,KO,7.5,7,9/28/2021 10:40,3.523,1,1,3.523
1_KO_7.5_M,1,M,21,KO,7.5,7,9/28/2021 10:40,3.277,1,1,3.277
1_KO_7.5_M,1,M,22,KO,7.5,7,9/28/2021 10:40,3.222,1,1,3.222
1_KO_7.5_M,1,M,23,KO,7.5,7,9/28/2021 10:40,2.846,1,1,2.846
1_KO_7.5_M,1,M,24,KO,7.5,7,9/28/2021 10:40,1.877,1,1,1.877
1_KO_7.5_M,1,M,25,KO,7.5,7,9/28/2021 10:40,2.881,1,1,2.881
