plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,date_time,root,,,,,,0,7.5,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,9,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,10,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,11,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,12,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,13,WT,0,6,10/04/21 10:06:00,0.637,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,14,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,15,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,16,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,17,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,18,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,19,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,20,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,21,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,1,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,2,WT,0,6,10/04/21 10:07:00,2.075,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,3,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,4,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,5,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,6,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,7,WT,0,6,10/04/21 10:07:00,3.232,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,8,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,9,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,10,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,11,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,12,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,13,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,14,WT,0,6,10/04/21 10:07:00,1.764,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,15,WT,0,6,10/04/21 10:07:00,2.041,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,16,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,17,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,18,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,19,WT,0,6,10/04/21 10:07:00,1.527,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,20,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,21,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,22,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,23,WT,0,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,1,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,2,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,3,WT,7.5,6,10/04/21 10:07:00,1.773,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,4,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,5,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,6,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,7,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,8,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,9,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,10,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,11,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,12,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,13,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,14,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,15,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,16,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,17,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,18,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,19,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,20,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,21,WT,7.5,6,10/04/21 10:07:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,1,KO,0,6,10/4/2021 10:07:00,2.555,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,2,KO,0,6,10/4/2021 10:07:00,2.22,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,3,KO,0,6,10/4/2021 10:07:00,3.115,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,4,KO,0,6,10/4/2021 10:07:00,1.965,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,5,KO,0,6,10/4/2021 10:07:00,5.96,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,6,KO,0,6,10/4/2021 10:07:00,1.086,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,7,KO,0,6,10/4/2021 10:07:00,3.318,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,8,KO,0,6,10/4/2021 10:07:00,6.005,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,9,KO,0,6,10/4/2021 10:07:00,3.486,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,10,KO,0,6,10/4/2021 10:07:00,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,11,KO,0,6,10/4/2021 10:07:00,1.849,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,12,KO,0,6,10/4/2021 10:07:00,3.908,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,13,KO,0,6,10/4/2021 10:07:00,3.547,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,14,KO,0,6,10/4/2021 10:07:00,1.408,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,15,KO,0,6,10/4/2021 10:07:00,3.565,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,16,KO,0,6,10/4/2021 10:07:00,3.376,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,17,KO,0,6,10/4/2021 10:07:00,3.366,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,18,KO,0,6,10/4/2021 10:07:00,3.004,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,19,KO,0,6,10/4/2021 10:07:00,0.969,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,20,KO,0,6,10/4/2021 10:07:00,3.419,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,21,KO,0,6,10/4/2021 10:07:00,3.958,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,22,KO,0,6,10/4/2021 10:07:00,4.188,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,23,KO,0,6,10/4/2021 10:07:00,4.574,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,24,KO,0,6,10/4/2021 10:07:00,4.274,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,25,KO,0,6,10/4/2021 10:07:00,4.364,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,1,KO,0,6,10/4/2021 10:07:00,2.854,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,2,KO,0,6,10/4/2021 10:07:00,3.142,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,3,KO,0,6,10/4/2021 10:07:00,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,4,KO,0,6,10/4/2021 10:07:00,3.833,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,5,KO,0,6,10/4/2021 10:07:00,3.692,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,6,KO,0,6,10/4/2021 10:07:00,4.58,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,7,KO,0,6,10/4/2021 10:07:00,3.755,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,8,KO,0,6,10/4/2021 10:07:00,4.625,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,9,KO,0,6,10/4/2021 10:07:00,4.15,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,10,KO,0,6,10/4/2021 10:07:00,3.935,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,11,KO,0,6,10/4/2021 10:07:00,1.24,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,12,KO,0,6,10/4/2021 10:07:00,1.794,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,13,KO,0,6,10/4/2021 10:07:00,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,14,KO,0,6,10/4/2021 10:07:00,3.416,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,15,KO,0,6,10/4/2021 10:07:00,3.816,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,16,KO,0,6,10/4/2021 10:07:00,4.536,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,17,KO,0,6,10/4/2021 10:07:00,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,18,KO,0,6,10/4/2021 10:07:00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,19,KO,0,6,10/4/2021 10:07:00,3.447,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,20,KO,0,6,10/4/2021 10:07:00,2.989,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,21,KO,0,6,10/4/2021 10:07:00,1.174,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,1,KO,7.5,6,10/4/2021 10:07:00,2.279,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,2,KO,7.5,6,10/4/2021 10:07:00,3.156,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,3,KO,7.5,6,10/4/2021 10:07:00,2.087,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,4,KO,7.5,6,10/4/2021 10:07:00,2.638,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,5,KO,7.5,6,10/4/2021 10:07:00,2.738,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,6,KO,7.5,6,10/4/2021 10:07:00,1.723,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,7,KO,7.5,6,10/4/2021 10:07:00,1.859,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,8,KO,7.5,6,10/4/2021 10:07:00,2.767,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,9,KO,7.5,6,10/4/2021 10:07:00,2.193,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,10,KO,7.5,6,10/4/2021 10:07:00,1.687,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,11,KO,7.5,6,10/4/2021 10:07:00,2.555,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,12,KO,7.5,6,10/4/2021 10:07:00,2.287,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,13,KO,7.5,6,10/4/2021 10:07:00,2.047,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,14,KO,7.5,6,10/4/2021 10:07:00,1.687,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,15,KO,7.5,6,10/4/2021 10:07:00,2.092,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,16,KO,7.5,6,10/4/2021 10:07:00,1.751,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,17,KO,7.5,6,10/4/2021 10:07:00,2.217,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,18,KO,7.5,6,10/4/2021 10:07:00,1.146,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,19,KO,7.5,6,10/4/2021 10:07:00,2.604,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,20,KO,7.5,6,10/4/2021 10:07:00,2.19,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,21,KO,7.5,6,10/4/2021 10:07:00,3.036,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,22,KO,7.5,6,10/4/2021 10:07:00,2.047,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,23,KO,7.5,6,10/4/2021 10:07:00,2.111,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,24,KO,7.5,6,10/4/2021 10:07:00,1.521,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,1,WT,0,7,10/05/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,2,WT,0,7,10/06/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,3,WT,0,7,10/07/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,4,WT,0,7,10/08/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,5,WT,0,7,10/09/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,6,WT,0,7,10/10/2021 10:55:00,4.494,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,7,WT,0,7,10/11/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,8,WT,0,7,10/12/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,9,WT,0,7,10/13/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,10,WT,0,7,10/14/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,11,WT,0,7,10/15/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,12,WT,0,7,10/16/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,13,WT,0,7,10/17/2021 10:55:00,1.089,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,14,WT,0,7,10/18/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,15,WT,0,7,10/19/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,16,WT,0,7,10/20/2021 10:55:00,0.285,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,17,WT,0,7,10/21/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,18,WT,0,7,10/22/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,19,WT,0,7,10/23/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,20,WT,0,7,10/24/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,21,WT,0,7,10/25/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,1,WT,0,7,10/26/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,2,WT,0,7,10/27/2021 10:55:00,2.782,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,3,WT,0,7,10/28/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,4,WT,0,7,10/29/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,5,WT,0,7,10/30/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,6,WT,0,7,10/31/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,7,WT,0,7,11/01/2021 10:55:00,4.126,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,8,WT,0,7,11/02/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,9,WT,0,7,11/03/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,10,WT,0,7,11/04/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,11,WT,0,7,11/05/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,12,WT,0,7,11/06/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,13,WT,0,7,11/07/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,14,WT,0,7,11/08/2021 10:55:00,2.581,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,15,WT,0,7,11/09/2021 10:55:00,2.907,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,16,WT,0,7,11/10/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,17,WT,0,7,11/11/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,18,WT,0,7,11/12/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,19,WT,0,7,11/13/2021 10:55:00,1.651,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,20,WT,0,7,11/14/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,21,WT,0,7,11/15/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,22,WT,0,7,11/16/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,23,WT,0,7,11/17/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,1,WT,7.5,7,11/18/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,2,WT,7.5,7,11/19/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,3,WT,7.5,7,11/20/2021 10:55:00,2.193,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,4,WT,7.5,7,11/21/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,5,WT,7.5,7,11/22/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,6,WT,7.5,7,11/23/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,7,WT,7.5,7,11/24/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,8,WT,7.5,7,11/25/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,9,WT,7.5,7,11/26/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,10,WT,7.5,7,11/27/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,11,WT,7.5,7,11/28/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,12,WT,7.5,7,11/29/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,13,WT,7.5,7,11/30/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,14,WT,7.5,7,12/01/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,15,WT,7.5,7,12/02/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,16,WT,7.5,7,12/03/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,17,WT,7.5,7,12/04/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,18,WT,7.5,7,12/05/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,19,WT,7.5,7,12/06/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,20,WT,7.5,7,12/07/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,21,WT,7.5,7,12/08/2021 10:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,1,KO,0,7,12/09/2021 10:55:00,2.865,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,2,KO,0,7,12/10/2021 10:55:00,2.463,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,3,KO,0,7,12/11/2021 10:55:00,4.175,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,4,KO,0,7,12/12/2021 10:55:00,2.643,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,5,KO,0,7,12/13/2021 10:55:00,7.204,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,6,KO,0,7,12/14/2021 10:55:00,1.98,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,7,KO,0,7,12/15/2021 10:55:00,4.087,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,8,KO,0,7,12/16/2021 10:55:00,7.124,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,9,KO,0,7,12/17/2021 10:55:00,4.24,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,10,KO,0,7,12/18/2021 10:55:00,2.208,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,11,KO,0,7,12/19/2021 10:55:00,2.217,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,12,KO,0,7,12/20/2021 10:55:00,4.645,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,13,KO,0,7,12/21/2021 10:55:00,4.09,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,14,KO,0,7,12/22/2021 10:55:00,1.811,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,15,KO,0,7,12/23/2021 10:55:00,4.662,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,16,KO,0,7,12/24/2021 10:55:00,3.945,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,17,KO,0,7,12/25/2021 10:55:00,4.012,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,18,KO,0,7,12/26/2021 10:55:00,3.863,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,19,KO,0,7,12/27/2021 10:55:00,2.339,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,20,KO,0,7,12/28/2021 10:55:00,4.093,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,21,KO,0,7,12/29/2021 10:55:00,4.619,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,22,KO,0,7,12/30/2021 10:55:00,5.011,,,,,,,,,,,,,,,,,,,,,,,,,
