plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,date_time,root,,,,,,0,7.5,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,2,KO,0,4,10/02/2021 10:35:00,1.794,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,3,KO,0,4,10/02/2021 10:35:00,1.025,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,4,KO,0,4,10/02/2021 10:35:00,1.038,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,5,KO,0,4,10/02/2021 10:35:00,2.473,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,6,KO,0,4,10/02/2021 10:35:00,1.019,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,7,KO,0,4,10/02/2021 10:35:00,1.071,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,8,KO,0,4,10/02/2021 10:35:00,2.601,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,9,KO,0,4,10/02/2021 10:35:00,1.784,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,10,KO,0,4,10/02/2021 10:35:00,0.985,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,11,KO,0,4,10/02/2021 10:35:00,1.058,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,12,KO,0,4,10/02/2021 10:35:00,2.071,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,13,KO,0,4,10/02/2021 10:35:00,2.214,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,14,KO,0,4,10/02/2021 10:35:00,0.558,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,15,KO,0,4,10/02/2021 10:35:00,1.518,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,16,KO,0,4,10/02/2021 10:35:00,1.377,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,17,KO,0,4,10/02/2021 10:35:00,1.221,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,18,KO,0,4,10/02/2021 10:35:00,1.49,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,19,KO,0,4,10/02/2021 10:35:00,1.325,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,20,KO,0,4,10/02/2021 10:35:00,1.387,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,21,KO,0,4,10/02/2021 10:35:00,1.475,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,22,KO,0,4,10/02/2021 10:35:00,1.487,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,23,KO,0,4,10/02/2021 10:35:00,1.723,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,24,KO,0,4,10/02/2021 10:35:00,2.06,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,25,KO,0,4,10/02/2021 10:35:00,1.974,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,1,KO,0,4,10/02/2021 10:35:00,0.818,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,2,KO,0,4,10/02/2021 10:35:00,1.226,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,3,KO,0,4,10/02/2021 10:35:00,1.683,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,4,KO,0,4,10/02/2021 10:35:00,1.434,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,5,KO,0,4,10/02/2021 10:35:00,2,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,6,KO,0,4,10/02/2021 10:35:00,1.965,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,7,KO,0,4,10/02/2021 10:35:00,2.186,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,8,KO,0,4,10/02/2021 10:35:00,1.802,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,9,KO,0,4,10/02/2021 10:35:00,1.195,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,10,KO,0,4,10/02/2021 10:35:00,1.438,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,11,KO,0,4,10/02/2021 10:35:00,0.592,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,12,KO,0,4,10/02/2021 10:35:00,0.535,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,13,KO,0,4,10/02/2021 10:35:00,0.735,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,14,KO,0,4,10/02/2021 10:35:00,1.828,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,15,KO,0,4,10/02/2021 10:35:00,1.646,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,16,KO,0,4,10/02/2021 10:35:00,1.944,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,17,KO,0,4,10/02/2021 10:35:00,1.166,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,18,KO,0,4,10/02/2021 10:35:00,1.354,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,19,KO,0,4,10/02/2021 10:35:00,1.735,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,20,KO,0,4,10/02/2021 10:35:00,1.226,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,21,KO,0,4,10/02/2021 10:35:00,0.712,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,1,KO,7.5,4,10/02/2021 10:35:00,1.228,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,2,KO,7.5,4,10/02/2021 10:35:00,1.494,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,3,KO,7.5,4,10/02/2021 10:35:00,1.106,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,4,KO,7.5,4,10/02/2021 10:35:00,1.236,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,5,KO,7.5,4,10/02/2021 10:35:00,0.901,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,6,KO,7.5,4,10/02/2021 10:35:00,1.495,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,7,KO,7.5,4,10/02/2021 10:35:00,0.694,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,8,KO,7.5,4,10/02/2021 10:35:00,1.63,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,9,KO,7.5,4,10/02/2021 10:35:00,1.033,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,10,KO,7.5,4,10/02/2021 10:35:00,1.29,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,11,KO,7.5,4,10/02/2021 10:35:00,1.299,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,12,KO,7.5,4,10/02/2021 10:35:00,1.502,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,13,KO,7.5,4,10/02/2021 10:35:00,1.19,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,14,KO,7.5,4,10/02/2021 10:35:00,1.301,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,15,KO,7.5,4,10/02/2021 10:35:00,1.106,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,16,KO,7.5,4,10/02/2021 10:35:00,0.777,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,17,KO,7.5,4,10/02/2021 10:35:00,1.341,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,18,KO,7.5,4,10/02/2021 10:35:00,0.784,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,19,KO,7.5,4,10/02/2021 10:35:00,1.481,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,20,KO,7.5,4,10/02/2021 10:35:00,1.381,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,21,KO,7.5,4,10/02/2021 10:35:00,1.903,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,22,KO,7.5,4,10/02/2021 10:35:00,1.303,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,23,KO,7.5,4,10/02/2021 10:35:00,0.929,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,24,KO,7.5,4,10/02/2021 10:35:00,0.887,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,1,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,2,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,3,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,4,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,5,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,6,WT,0,5,10/03/2021 10:13:00,2.262,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,7,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,8,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,9,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,10,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,11,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,12,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,13,WT,0,5,10/03/2021 10:13:00,0.266,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,14,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,15,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,16,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,17,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,18,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,19,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,20,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,21,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,1,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,2,WT,0,5,10/03/2021 10:13:00,0.921,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,3,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,4,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,5,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,6,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,7,WT,0,5,10/03/2021 10:13:00,2.162,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,8,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,9,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,10,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,11,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,12,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,13,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,14,WT,0,5,10/03/2021 10:13:00,1.073,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,15,WT,0,5,10/03/2021 10:13:00,1.215,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,16,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,17,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,18,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,19,WT,0,5,10/03/2021 10:13:00,1.011,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,20,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,21,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,22,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controlb_j,2,J,23,WT,0,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,1,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,2,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,3,WT,7.5,5,10/03/2021 10:13:00,1.302,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,4,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,5,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,6,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,7,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,8,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,9,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,10,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,11,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,12,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,13,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,14,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,15,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,16,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,17,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,18,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,19,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,20,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_7.5_j,2,J,21,WT,7.5,5,10/03/2021 10:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,1,KO,0,5,10/03/2021 10:13:00,1.944,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,2,KO,0,5,10/03/2021 10:13:00,1.814,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,3,KO,0,5,10/03/2021 10:13:00,1.815,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,4,KO,0,5,10/03/2021 10:13:00,1.811,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,5,KO,0,5,10/03/2021 10:13:00,4.203,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,6,KO,0,5,10/03/2021 10:13:00,0.902,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,7,KO,0,5,10/03/2021 10:13:00,2.475,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,8,KO,0,5,10/03/2021 10:13:00,4.46,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,9,KO,0,5,10/03/2021 10:13:00,2.908,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,10,KO,0,5,10/03/2021 10:13:00,0.889,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,11,KO,0,5,10/03/2021 10:13:00,1.224,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,12,KO,0,5,10/03/2021 10:13:00,2.899,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,13,KO,0,5,10/03/2021 10:13:00,2.935,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,14,KO,0,5,10/03/2021 10:13:00,1.289,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,15,KO,0,5,10/03/2021 10:13:00,2.441,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,16,KO,0,5,10/03/2021 10:13:00,2.678,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,17,KO,0,5,10/03/2021 10:13:00,2.596,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,18,KO,0,5,10/03/2021 10:13:00,2.211,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,19,KO,0,5,10/03/2021 10:13:00,0.381,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,20,KO,0,5,10/03/2021 10:13:00,2.411,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,21,KO,0,5,10/03/2021 10:13:00,2.835,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,22,KO,0,5,10/03/2021 10:13:00,2.955,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,23,KO,0,5,10/03/2021 10:13:00,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,24,KO,0,5,10/03/2021 10:13:00,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controla_j,2,J,25,KO,0,5,10/03/2021 10:13:00,3.648,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,1,KO,0,5,10/03/2021 10:13:00,1.759,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,2,KO,0,5,10/03/2021 10:13:00,1.589,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,3,KO,0,5,10/03/2021 10:13:00,2.15,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,4,KO,0,5,10/03/2021 10:13:00,2.558,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,5,KO,0,5,10/03/2021 10:13:00,2.559,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,6,KO,0,5,10/03/2021 10:13:00,3.14,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,7,KO,0,5,10/03/2021 10:13:00,2.601,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,8,KO,0,5,10/03/2021 10:13:00,3.689,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,9,KO,0,5,10/03/2021 10:13:00,2.768,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,10,KO,0,5,10/03/2021 10:13:00,2.58,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,11,KO,0,5,10/03/2021 10:13:00,1.188,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,12,KO,0,5,10/03/2021 10:13:00,1.245,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,13,KO,0,5,10/03/2021 10:13:00,0.775,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,14,KO,0,5,10/03/2021 10:13:00,2.467,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,15,KO,0,5,10/03/2021 10:13:00,2.776,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,16,KO,0,5,10/03/2021 10:13:00,3.368,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,17,KO,0,5,10/03/2021 10:13:00,2.233,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,18,KO,0,5,10/03/2021 10:13:00,2.095,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,19,KO,0,5,10/03/2021 10:13:00,2.555,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,20,KO,0,5,10/03/2021 10:13:00,2.118,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_controlb_j,2,J,21,KO,0,5,10/03/2021 10:13:00,0.965,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,1,KO,7.5,5,10/03/2021 10:13:00,1.698,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,2,KO,7.5,5,10/03/2021 10:13:00,2.522,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,3,KO,7.5,5,10/03/2021 10:13:00,1.463,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,4,KO,7.5,5,10/03/2021 10:13:00,2.17,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,5,KO,7.5,5,10/03/2021 10:13:00,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,6,KO,7.5,5,10/03/2021 10:13:00,1.596,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,7,KO,7.5,5,10/03/2021 10:13:00,0.839,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,8,KO,7.5,5,10/03/2021 10:13:00,2.22,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,9,KO,7.5,5,10/03/2021 10:13:00,1.714,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,10,KO,7.5,5,10/03/2021 10:13:00,1.293,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,11,KO,7.5,5,10/03/2021 10:13:00,1.899,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,12,KO,7.5,5,10/03/2021 10:13:00,2.14,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,13,KO,7.5,5,10/03/2021 10:13:00,1.646,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,14,KO,7.5,5,10/03/2021 10:13:00,1.642,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,15,KO,7.5,5,10/03/2021 10:13:00,1.684,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,16,KO,7.5,5,10/03/2021 10:13:00,1.262,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,17,KO,7.5,5,10/03/2021 10:13:00,1.996,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,18,KO,7.5,5,10/03/2021 10:13:00,0.926,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,19,KO,7.5,5,10/03/2021 10:13:00,2.044,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,20,KO,7.5,5,10/03/2021 10:13:00,1.532,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,21,KO,7.5,5,10/03/2021 10:13:00,2.544,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,22,KO,7.5,5,10/03/2021 10:13:00,1.931,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,23,KO,7.5,5,10/03/2021 10:13:00,1.409,,,,,,,,,,,,,,,,,,,,,,,,,
2_KO_7.5_j,2,J,24,KO,7.5,5,10/03/2021 10:13:00,0.943,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,1,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,2,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,3,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,4,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,5,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,6,WT,0,6,10/04/21 10:06:00,3.777,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,7,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
2_WT_controla_j,2,J,8,WT,0,6,10/04/21 10:06:00,0,,,,,,,,,,,,,,,,,,,,,,,,,
