plate_id,experiment,girlboss,seedling,genotype,ATP_conc,day,day_date,root
1_WT_137.5_j,1,J,2,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,3,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,4,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,5,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,6,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,7,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,8,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,9,WT,137.5,7,9/28/2021 10:41,1.754
1_WT_137.5_j,1,J,10,WT,137.5,7,9/28/2021 10:41,1.305
1_WT_137.5_j,1,J,11,WT,137.5,7,9/28/2021 10:41,0.761
1_WT_137.5_j,1,J,12,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,13,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,14,WT,137.5,7,9/28/2021 10:41,1.035
1_WT_137.5_j,1,J,15,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,16,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,17,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,18,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,19,WT,137.5,7,9/28/2021 10:41,0
1_WT_137.5_j,1,J,20,WT,137.5,7,9/28/2021 10:41,0
1_KO_controla_j,1,J,1,KO,0,7,9/28/2021 10:41,2.525
1_KO_controla_j,1,J,2,KO,0,7,9/28/2021 10:41,2.644
1_KO_controla_j,1,J,3,KO,0,7,9/28/2021 10:41,3.278
1_KO_controla_j,1,J,4,KO,0,7,9/28/2021 10:41,3.17
1_KO_controla_j,1,J,5,KO,0,7,9/28/2021 10:41,0
1_KO_controla_j,1,J,6,KO,0,7,9/28/2021 10:41,3.405
1_KO_controla_j,1,J,7,KO,0,7,9/28/2021 10:41,2.879
1_KO_controla_j,1,J,8,KO,0,7,9/28/2021 10:41,3.06
1_KO_controla_j,1,J,9,KO,0,7,9/28/2021 10:41,3.156
1_KO_controla_j,1,J,10,KO,0,7,9/28/2021 10:41,1.11
1_KO_controla_j,1,J,11,KO,0,7,9/28/2021 10:41,2.801
1_KO_controla_j,1,J,12,KO,0,7,9/28/2021 10:41,2.894
1_KO_controla_j,1,J,13,KO,0,7,9/28/2021 10:41,3.36
1_KO_controla_j,1,J,14,KO,0,7,9/28/2021 10:41,2.66
1_KO_controla_j,1,J,15,KO,0,7,9/28/2021 10:41,4.089
1_KO_controla_j,1,J,16,KO,0,7,9/28/2021 10:41,3.395
1_KO_controla_j,1,J,17,KO,0,7,9/28/2021 10:41,2.821
1_KO_controla_j,1,J,18,KO,0,7,9/28/2021 10:41,2.822
1_KO_controla_j,1,J,19,KO,0,7,9/28/2021 10:41,2.803
1_KO_controla_j,1,J,20,KO,0,7,9/28/2021 10:41,2.453
1_KO_controlb_j,1,J,1,KO,0,7,9/28/2021 10:41,3.33
1_KO_controlb_j,1,J,2,KO,0,7,9/28/2021 10:41,1.348
1_KO_controlb_j,1,J,3,KO,0,7,9/28/2021 10:41,2.018
1_KO_controlb_j,1,J,4,KO,0,7,9/28/2021 10:41,4.182
1_KO_controlb_j,1,J,5,KO,0,7,9/28/2021 10:41,3.368
1_KO_controlb_j,1,J,6,KO,0,7,9/28/2021 10:41,3.516
1_KO_controlb_j,1,J,7,KO,0,7,9/28/2021 10:41,1.709
1_KO_controlb_j,1,J,8,KO,0,7,9/28/2021 10:41,3.175
1_KO_controlb_j,1,J,9,KO,0,7,9/28/2021 10:41,2.318
1_KO_controlb_j,1,J,10,KO,0,7,9/28/2021 10:41,3.384
1_KO_controlb_j,1,J,11,KO,0,7,9/28/2021 10:41,4.334
1_KO_controlb_j,1,J,12,KO,0,7,9/28/2021 10:41,3.991
1_KO_controlb_j,1,J,13,KO,0,7,9/28/2021 10:41,2.923
1_KO_controlb_j,1,J,14,KO,0,7,9/28/2021 10:41,4.375
1_KO_controlb_j,1,J,15,KO,0,7,9/28/2021 10:41,3.618
1_KO_controlb_j,1,J,16,KO,0,7,9/28/2021 10:41,4.48
1_KO_controlb_j,1,J,17,KO,0,7,9/28/2021 10:41,1.779
1_KO_controlb_j,1,J,18,KO,0,7,9/28/2021 10:41,3.503
1_KO_controlb_j,1,J,19,KO,0,7,9/28/2021 10:41,2.681
1_KO_controlb_j,1,J,20,KO,0,7,9/28/2021 10:41,3.063
1_KO_137.5_j,1,J,1,KO,137.5,7,9/28/2021 10:42,3.447
1_KO_137.5_j,1,J,2,KO,137.5,7,9/28/2021 10:42,3.109
1_KO_137.5_j,1,J,3,KO,137.5,7,9/28/2021 10:42,3.014
1_KO_137.5_j,1,J,4,KO,137.5,7,9/28/2021 10:42,3.805
1_KO_137.5_j,1,J,5,KO,137.5,7,9/28/2021 10:42,3.114
1_KO_137.5_j,1,J,6,KO,137.5,7,9/28/2021 10:42,3.754
1_KO_137.5_j,1,J,7,KO,137.5,7,9/28/2021 10:42,2.716
1_KO_137.5_j,1,J,8,KO,137.5,7,9/28/2021 10:42,2.832
1_KO_137.5_j,1,J,9,KO,137.5,7,9/28/2021 10:42,3.663
1_KO_137.5_j,1,J,10,KO,137.5,7,9/28/2021 10:42,3.61
1_KO_137.5_j,1,J,11,KO,137.5,7,9/28/2021 10:42,4.078
1_KO_137.5_j,1,J,12,KO,137.5,7,9/28/2021 10:42,3.064
1_KO_137.5_j,1,J,13,KO,137.5,7,9/28/2021 10:42,3.447
1_KO_137.5_j,1,J,14,KO,137.5,7,9/28/2021 10:42,3.395
1_KO_137.5_j,1,J,15,KO,137.5,7,9/28/2021 10:42,3.78
1_KO_137.5_j,1,J,16,KO,137.5,7,9/28/2021 10:42,1.151
1_KO_137.5_j,1,J,17,KO,137.5,7,9/28/2021 10:42,4.182
1_KO_137.5_j,1,J,18,KO,137.5,7,9/28/2021 10:42,2.9
1_KO_137.5_j,1,J,19,KO,137.5,7,9/28/2021 10:42,3.004
1_KO_137.5_j,1,J,20,KO,137.5,7,9/28/2021 10:42,4.276
1_KO_137.5_j,1,J,21,KO,137.5,7,9/28/2021 10:42,3.033
1_KO_137.5_j,1,J,22,KO,137.5,7,9/28/2021 10:42,3.066
